variable code,variable name
dis22_gghed_ppp_pc,"Domestic General Government Expenditure on Perinatal Conditions, in current international $ (PPP) per capita"
dis23_gghed_ppp_pc,"Domestic General Government Expenditure on Contraceptive Management (Family Planning), in current international $ (PPP) per capita"
dis2nec_gghed_ppp_pc,"Domestic General Government Expenditure on Unspecified reproductive health conditions (n.e.c.), in current international $ (PPP) per capita"
dis3_gghed_ppp_pc,"Domestic General Government Expenditure on Nutritional Deficiencies, in current international $ (PPP) per capita"
dis4_gghed_ppp_pc,"Domestic General Government Expenditure on Noncommunicable Diseases (NCDs), in current international $ (PPP) per capita"
dis5_gghed_ppp_pc,"Domestic General Government Expenditure on Injuries, in current international $ (PPP) per capita"
disnec_gghed_ppp_pc,"Domestic General Government Expenditure on other and unspecified Diseases and Conditions (n.e.c.), in current international $ (PPP) per capita"
dis_ext_ppp_pc,"External sources of funding by Diseases and Conditions, in current international $ (PPP) per capita"
dis1_ext_ppp_pc,"External sources of funding on Infectious and Parasitic Diseases, in current international $ (PPP) per capita"
dis11_ext_ppp_pc,"External sources of funding on HIV/AIDS and Sexually Transmitted Diseases (STDs), in current international $ (PPP) per capita"
dis12_ext_ppp_pc,"External sources of funding on Tuberculosis (TB), in current international $ (PPP) per capita"
dis13_ext_ppp_pc,"External sources of funding on Malaria, in current international $ (PPP) per capita"
dis16_ext_ppp_pc,"External sources of funding on Neglected Tropical Diseases (NTDs), in current international $ (PPP) per capita"
dis192_ext_ppp_pc,"External sources of funding on Disease from coronavirus SARS-CoV-2 (COVID-19), in current international $ (PPP) per capita"
dis2_ext_ppp_pc,"External sources of funding on Reproductive Health, in current international $ (PPP) per capita"
dis21_ext_ppp_pc,"External sources of funding on Maternal Conditions, in current international $ (PPP) per capita"
dis22_ext_ppp_pc,"External sources of funding on Perinatal Conditions, in current international $ (PPP) per capita"
dis23_ext_ppp_pc,"External sources of funding on Contraceptive Management (Family Planning), in current international $ (PPP) per capita"
dis2nec_ext_ppp_pc,"External sources of funding on Unspecified reproductive health conditions (n.e.c.), in current international $ (PPP) per capita"
dis3_ext_ppp_pc,"External sources of funding on Nutritional Deficiencies, in current international $ (PPP) per capita"
dis4_ext_ppp_pc,"External sources of funding on Noncommunicable Diseases (NCDs), in current international $ (PPP) per capita"
dis5_ext_ppp_pc,"External sources of funding on Injuries, in current international $ (PPP) per capita"
disnec_ext_ppp_pc,"External sources of funding on other and unspecified Diseases and Conditions (n.e.c.), in current international $ (PPP) per capita"
dis_pvtd_ppp_pc,"Domestic Private Health expenditure by Diseases and Conditions, in current international $ (PPP) per capita"
dis1_pvtd_ppp_pc,"Domestic Private Expenditure on Infectious and Parasitic Diseases, in current international $ (PPP) per capita"
dis11_pvtd_ppp_pc,"Domestic Private Expenditure on HIV/AIDS and Sexually Transmitted Diseases (STDs), in current international $ (PPP) per capita"
dis12_pvtd_ppp_pc,"Domestic Private Expenditure on Tuberculosis (TB), in current international $ (PPP) per capita"
dis13_pvtd_ppp_pc,"Domestic Private Expenditure on Malaria, in current international $ (PPP) per capita"
dis16_pvtd_ppp_pc,"Domestic Private Expenditure on Neglected Tropical Diseases (NTDs), in current international $ (PPP) per capita"
dis192_pvtd_ppp_pc,"Domestic Private Expenditure on Disease from coronavirus SARS-CoV-2 (COVID-19), in current international $ (PPP) per capita"
dis2_pvtd_ppp_pc,"Domestic Private Expenditure on Reproductive Health, in current international $ (PPP) per capita"
dis21_pvtd_ppp_pc,"Domestic Private Expenditure on Maternal Conditions, in current international $ (PPP) per capita"
dis22_pvtd_ppp_pc,"Domestic Private Expenditure on Perinatal Conditions, in current international $ (PPP) per capita"
dis23_pvtd_ppp_pc,"Domestic Private Expenditure on Contraceptive Management (Family Planning), in current international $ (PPP) per capita"
dis2nec_pvtd_ppp_pc,"Domestic Private Expenditure on Unspecified reproductive health conditions (n.e.c.), in current international $ (PPP) per capita"
dis3_pvtd_ppp_pc,"Domestic Private Expenditure on Nutritional Deficiencies, in current international $ (PPP) per capita"
dis4_pvtd_ppp_pc,"Domestic Private Expenditure on Noncommunicable Diseases (NCDs), in current international $ (PPP) per capita"
dis5_pvtd_ppp_pc,"Domestic Private Expenditure on Injuries, in current international $ (PPP) per capita"
disnec_pvtd_ppp_pc,"Domestic Private Expenditure on other and unspecified diseases/conditions (n.e.c.), in current international $ (PPP) per capita"
hccov_ppp_pc,"Special reporting items to track COVID-19 spending within CHE, in current international $ (PPP) per capita"
hccov1_ppp_pc,"COVID-19 related treatment, in current international $ (PPP) per capita"
hccov2_ppp_pc,"COVID-19 testing and contract tracing, in current international $ (PPP) per capita"
hccov3_ppp_pc,"COVID-19 vaccination, in current international $ (PPP) per capita"
hccov4_ppp_pc,"COVID-19 medical goods, in current international $ (PPP) per capita"
hccov5_ppp_pc,"Other COVID-19 health care spending (incl. in CHE), in current international $ (PPP) per capita"
hccov_gghed_ppp_pc,"Domestic General Government Expenditure on special reporting items to track COVID-19 spending within CHE, in current international $ (PPP) per capita"
hccov_ext_ppp_pc,"External sources of funding on special reporting items to track COVID-19 spending within CHE, in current international $ (PPP) per capita"
hccov_pvtd_ppp_pc,"Domestic Private Expenditure on special reporting items to track COVID-19 spending within CHE, in current international $ (PPP) per capita"
age1_ppp_pc,"Less than five-year-old population (< 5-y), in current international $ (PPP) per capita"
age1_gghed_ppp_pc,"Domestic General Government Health Expenditure in the less than five-year-old population (< 5-y), in current international $ (PPP) per capita"
age1_ext_ppp_pc,"External sources of funding in the less than five-year-old population (< 5-y), in current international $ (PPP) per capita"
age1_pvtd_ppp_pc,"Domestic Private Expenditure in the less than five-year-old population (< 5-y), in current international $ (PPP) per capita"
hp_ppp_pc,"Current health expenditure by health care providers, in current international $ (PPP) per capita"
hp1_ppp_pc,"Hospitals, in current international $ (PPP) per capita"
hp11_ppp_pc,"General hospitals, in current international $ (PPP) per capita"
hp12_ppp_pc,"Mental health hospitals, in current international $ (PPP) per capita"
hp13_ppp_pc,"Specialised hospitals (Other than mental health hospitals), in current international $ (PPP) per capita"
hp1nec_ppp_pc,"Unspecified hospitals (n.e.c.), in current international $ (PPP) per capita"
hp2_ppp_pc,"Residential long-term care facilities, in current international $ (PPP) per capita"
hp21_ppp_pc,"Long-term nursing care facilities, in current international $ (PPP) per capita"
hp22_ppp_pc,"Mental health and substance abuse facilities, in current international $ (PPP) per capita"
hp29_ppp_pc,"Other residential long-term care facilities, in current international $ (PPP) per capita"
hp3_ppp_pc,"Providers of ambulatory health care, in current international $ (PPP) per capita"
hp31_ppp_pc,"Medical practices, in current international $ (PPP) per capita"
hp32_ppp_pc,"Dental practice, in current international $ (PPP) per capita"
hp33_ppp_pc,"Other health care practitioners, in current international $ (PPP) per capita"
hp34_ppp_pc,"Ambulatory health care centres, in current international $ (PPP) per capita"
hp35_ppp_pc,"Providers of home health care services, in current international $ (PPP) per capita"
hp3nec_ppp_pc,"Unspecified providers of ambulatory health care (n.e.c.), in current international $ (PPP) per capita"
hp4_ppp_pc,"Providers of ancillary services, in current international $ (PPP) per capita"
hp41_ppp_pc,"Providers of patient transportation and emergency rescue, in current international $ (PPP) per capita"
hp42_ppp_pc,"Medical and diagnostic laboratories, in current international $ (PPP) per capita"
hp49_ppp_pc,"Other providers of ancillary services, in current international $ (PPP) per capita"
hp5_ppp_pc,"Retailers and Other providers of medical goods, in current international $ (PPP) per capita"
hp51_ppp_pc,"Pharmacies, in current international $ (PPP) per capita"
hp52_ppp_pc,"Retail sellers and Other suppliers of durable medical goods and medical appliances, in current international $ (PPP) per capita"
hp59_ppp_pc,"All Other miscellaneous sellers and Other suppliers of pharmaceuticals and medical goods, in current international $ (PPP) per capita"
hp6_ppp_pc,"Providers of preventive care, in current international $ (PPP) per capita"
hp7_ppp_pc,"Providers of health care system administration and financing, in current international $ (PPP) per capita"
hp71_ppp_pc,"Government health administration agencies, in current international $ (PPP) per capita"
hp72_ppp_pc,"Social health insurance agencies, in current international $ (PPP) per capita"
hp73_ppp_pc,"Private health insurance administration agencies, in current international $ (PPP) per capita"
hp79_ppp_pc,"Other administration agencies, in current international $ (PPP) per capita"
hp8_ppp_pc,"Rest of economy, in current international $ (PPP) per capita"
hp81_ppp_pc,"Households as providers of home health care, in current international $ (PPP) per capita"
hp82_ppp_pc,"All Other industries as secondary providers of health care, in current international $ (PPP) per capita"
hp83_ppp_pc,"Community health workers (or village health worker, community health aide, etc.), in current international $ (PPP) per capita"
hp9_ppp_pc,"Rest of the world, in current international $ (PPP) per capita"
hpnec_ppp_pc,"Unspecified health care providers (n.e.c.), in current international $ (PPP) per capita"
hk_ppp_pc,"Capital health expenditure, in current international $ (PPP) per capita"
hk1_ppp_pc,"Gross capital formation, in current international $ (PPP) per capita"
hk11_ppp_pc,"Gross fixed capital formation, in current international $ (PPP) per capita"
hk111_ppp_pc,"Infrastructure, in current international $ (PPP) per capita"
hk112_ppp_pc,"Machinery and equipment, in current international $ (PPP) per capita"
hk113_ppp_pc,"Intellectual property products, in current international $ (PPP) per capita"
hk_gghed_ppp_pc,"Capital Health Expenditure (Domestic Public), in current international $ (PPP) per capita"
hk_ext_ppp_pc,"Capital Health Expenditure (External), in current international $ (PPP) per capita"
hk_pvtd_ppp_pc,"Capital Health Expenditure (Domestic Private), in current international $ (PPP) per capita"
gdp_ppp_pc,"Gross Domestic Product (GDP), in current international $ (PPP) per capita"
pfc_ppp_pc,"Final consumption expenditure of Households and profit institutions serving households (PFC), in current international $ (PPP) per capita"
gge_ppp_pc,"General government expenditure (GGE), in current international $ (PPP) per capita"
pvtd_gdp,"Domestic Private Health Expenditure (PVT-D), as % of Gross domestic product (GDP)"
ext_gdp,"External Health Expenditure (EXT), as % of Gross domestic product (GDP)"
fs_gdp,"Current health expenditure by revenues of health care financing schemes, as % of Gross domestic product (GDP)"
fs1_gdp,"Transfers from government domestic revenue (allocated to health purposes), as % of Gross domestic product (GDP)"
fs11_gdp,"Internal transfers and grants, as % of Gross domestic product (GDP)"
fs12_gdp,"Transfers by government on behalf of specific groups, as % of Gross domestic product (GDP)"
fs13_gdp,"Subsidies, as % of Gross domestic product (GDP)"
fs14_gdp,"Other transfers from government domestic revenue, as % of Gross domestic product (GDP)"
fs2_gdp,"Transfers distributed by government from foreign origin, as % of Gross domestic product (GDP)"
fs3_gdp,"Social insurance contributions, as % of Gross domestic product (GDP)"
fs31_gdp,"Social insurance contributions from employees, as % of Gross domestic product (GDP)"
fs32_gdp,"Social insurance contributions from employers, as % of Gross domestic product (GDP)"
fs33_gdp,"Social insurance contributions from self-employed, as % of Gross domestic product (GDP)"
fs34_gdp,"Other social insurance contributions, as % of Gross domestic product (GDP)"
fs4_gdp,"Compulsory prepayment (Other, and unspecified, than FS.3), as % of Gross domestic product (GDP)"
fs5_gdp,"Voluntary prepayment, as % of Gross domestic product (GDP)"
fs6_gdp,"Other domestic revenues n.e.c., as % of Gross domestic product (GDP)"
fs61_gdp,"Other revenues from households n.e.c., as % of Gross domestic product (GDP)"
fs62_gdp,"Other revenues from corporations n.e.c., as % of Gross domestic product (GDP)"
fs63_gdp,"Other revenues from NPISH n.e.c., as % of Gross domestic product (GDP)"
fs6nec_gdp,"Unspecified other domestic revenues (n.e.c.), as % of Gross domestic product (GDP)"
fs7_gdp,"Direct foreign transfers, as % of Gross domestic product (GDP)"
fsnec_gdp,"Unspecified revenues of health care financing schemes (n.e.c.), as % of Gross domestic product (GDP)"
hf_gdp,"Current health expenditure by financing schemes, as % of Gross domestic product (GDP)"
hf1_gdp,"Government schemes and compulsory contributory health care financing schemes, as % of Gross domestic product (GDP)"
hf11_gdp,"Government schemes, as % of Gross domestic product (GDP)"
hf12_gdp,"Compulsory contributory health insurance schemes, as % of Gross domestic product (GDP)"
hf121_gdp,"Social health insurance schemes, as % of Gross domestic product (GDP)"
hf122_gdp,"Compulsory private insurance schemes, as % of Gross domestic product (GDP)"
hf12nec_gdp,"Unspecified compulsory contributory health insurance schemes (n.e.c.), as % of Gross domestic product (GDP)"
hf13_gdp,"Compulsory Medical Saving Accounts (CMSA), as % of Gross domestic product (GDP)"
hf1nec_gdp,"Unspecified government schemes and compulsory contributory schemes (n.e.c.), as % of Gross domestic product (GDP)"
hf2_gdp,"Voluntary health care payment schemes, as % of Gross domestic product (GDP)"
hf21_gdp,"Voluntary health insurance schemes, as % of Gross domestic product (GDP)"
hf22_gdp,"NPISH financing schemes (including development agencies), as % of Gross domestic product (GDP)"
hf23_gdp,"Enterprise financing schemes, as % of Gross domestic product (GDP)"
hf2nec_gdp,"Unspecified voluntary health care payment schemes (n.e.c.), as % of Gross domestic product (GDP)"
hf3_gdp,"Household out-of-pocket payments (OOPS), as % of Gross domestic product (GDP)"
hf4_gdp,"Rest of the world financing schemes (non-resident), as % of Gross domestic product (GDP)"
hfnec_gdp,"Unspecified financing schemes (n.e.c.), as % of Gross domestic product (GDP)"
hc_gdp,"Current health expenditure by Health Care Functions, as % of Gross domestic product (GDP)"
hc1_gdp,"Curative care, as % of Gross domestic product (GDP)"
hc11_gdp,"Inpatient curative care, as % of Gross domestic product (GDP)"
hc12_gdp,"Day curative care, as % of Gross domestic product (GDP)"
hc13_gdp,"Outpatient curative care, as % of Gross domestic product (GDP)"
hc131_gdp,"General outpatient curative care, as % of Gross domestic product (GDP)"
hc132_gdp,"Dental outpatient curative care, as % of Gross domestic product (GDP)"
hc133_gdp,"Specialised outpatient curative care, as % of Gross domestic product (GDP)"
hc139_gdp,"Other outpatient curative care (specialized paramedical outpatient curative care), as % of Gross domestic product (GDP)"
hc13nec_gdp,"Unspecified outpatient curative care (n.e.c.), as % of Gross domestic product (GDP)"
hc14_gdp,"Home-based curative care, as % of Gross domestic product (GDP)"
hc1nec_gdp,"Unspecified curative care (n.e.c.), as % of Gross domestic product (GDP)"
hc2_gdp,"Rehabilitative care, as % of Gross domestic product (GDP)"
hc21_gdp,"Inpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc22_gdp,"Day rehabilitative care, as % of Gross domestic product (GDP)"
hc23_gdp,"Outpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc24_gdp,"Home-based rehabilitative care, as % of Gross domestic product (GDP)"
hc2nec_gdp,"Unspecified rehabilitative care (n.e.c.), as % of Gross domestic product (GDP)"
hc3_gdp,"Long-term care (health), as % of Gross domestic product (GDP)"
hc31_gdp,"Inpatient long-term care (health), as % of Gross domestic product (GDP)"
hc32_gdp,"Day long-term care (health), as % of Gross domestic product (GDP)"
hc33_gdp,"Outpatient long-term care (health), as % of Gross domestic product (GDP)"
hc34_gdp,"Home-based long-term care (health), as % of Gross domestic product (GDP)"
hc3nec_gdp,"Unspecified long-term care (n.e.c.), as % of Gross domestic product (GDP)"
hc4_gdp,"Ancillary services (non-specified by function), as % of Gross domestic product (GDP)"
hc41_gdp,"Laboratory services, as % of Gross domestic product (GDP)"
hc42_gdp,"Imaging services, as % of Gross domestic product (GDP)"
hc43_gdp,"Patient transportation, as % of Gross domestic product (GDP)"
hc4nec_gdp,"Unspecified ancillary services (n.e.c.), as % of Gross domestic product (GDP)"
hc5_gdp,"Medical goods (non-specified by function), as % of Gross domestic product (GDP)"
hc51_gdp,"Pharmaceuticals and Other medical durable goods, as % of Gross domestic product (GDP)"
hc511_gdp,"Prescribed medicines, as % of Gross domestic product (GDP)"
hc512_gdp,"Over-the-counter medicines, as % of Gross domestic product (GDP)"
hc513_gdp,"Other medical non-durable goods, as % of Gross domestic product (GDP)"
hc52_gdp,"Therapeutic appliances and Other medical goods, as % of Gross domestic product (GDP)"
hc5nec_gdp,"Unspecified medical goods (n.e.c.), as % of Gross domestic product (GDP)"
hc6_gdp,"Preventive care, as % of Gross domestic product (GDP)"
hc61_gdp,"Information, education and counseling (IEC) programmes, as % of Gross domestic product (GDP)"
hc62_gdp,"Immunization Programmes, as % of Gross domestic product (GDP)"
fp3214_gdp,"Vaccines, as % of Gross domestic product (GDP)"
hc63_gdp,"Early disease detection programmes, as % of Gross domestic product (GDP)"
hc64_gdp,"Healthy condition monitoring programmes, as % of Gross domestic product (GDP)"
hc65_gdp,"Epidemiological surveillance and risk and disease control programmes, as % of Gross domestic product (GDP)"
hc66_gdp,"Preparing for disaster and emergency response programmes, as % of Gross domestic product (GDP)"
hc6nec_gdp,"Unspecified preventive care (n.e.c.), as % of Gross domestic product (GDP)"
hc7_gdp,"Governance, and health system and financing administration, as % of Gross domestic product (GDP)"
hc71_gdp,"Governance and Health system administration, as % of Gross domestic product (GDP)"
hc72_gdp,"Administration of health financing, as % of Gross domestic product (GDP)"
hc7nec_gdp,"Unspecified governance, and health system and financing administration (n.e.c.), as % of Gross domestic product (GDP)"
hc9_gdp,"Other health care services not elsewhere classified (n.e.c.), as % of Gross domestic product (GDP)"
hc_gghed_gdp,"Domestic general government health expenditure by Health Care Functions, as % of Gross domestic product (GDP)"
hc1_gghed_gdp,"Domestic General Government Expenditure on Curative care, as % of Gross domestic product (GDP)"
hc11_gghed_gdp,"Domestic General Government Expenditure on Inpatient curative care, as % of Gross domestic product (GDP)"
hc12_gghed_gdp,"Domestic General Government Expenditure on Day curative care, as % of Gross domestic product (GDP)"
hc13_gghed_gdp,"Domestic General Government Expenditure on Outpatient curative care, as % of Gross domestic product (GDP)"
hc131_gghed_gdp,"Domestic General Government Expenditure on General outpatient curative care, as % of Gross domestic product (GDP)"
hc132_gghed_gdp,"Domestic General Government Expenditure on Dental outpatient curative care, as % of Gross domestic product (GDP)"
hc133_gghed_gdp,"Domestic General Government Expenditure on Specialised outpatient curative care, as % of Gross domestic product (GDP)"
hc139_gghed_gdp,"Domestic General Government Expenditure on other outpatient curative care (specialized paramedical outpatient curative care), as % of Gross domestic product (GDP)"
hc13nec_gghed_gdp,"Domestic General Government Expenditure on Outpatient curative care n.e.c., as % of Gross domestic product (GDP)"
hc14_gghed_gdp,"Domestic General Government on Home-based curative care, as % of Gross domestic product (GDP)"
hc1nec_gghed_gdp,"Domestic General Government Expenditure on Other curative care, as % of Gross domestic product (GDP)"
hc2_gghed_gdp,"Domestic General Government Expenditure on Rehabilitative care, as % of Gross domestic product (GDP)"
hc21_gghed_gdp,"Domestic General Government Expenditure on Inpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc22_gghed_gdp,"Domestic General Government Expenditure on Day rehabilitative care, as % of Gross domestic product (GDP)"
hc23_gghed_gdp,"Domestic General Government Expenditure on Outpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc24_gghed_gdp,"Domestic General Government Expenditure on Home-based rehabilitative care, as % of Gross domestic product (GDP)"
hc3_gghed_gdp,"Domestic General Government Expenditure on Long-term care (health), as % of Gross domestic product (GDP)"
hc31_gghed_gdp,"Domestic General Government Expenditure on Inpatient long-term care (health), as % of Gross domestic product (GDP)"
hc32_gghed_gdp,"Domestic General Government Expenditure on Day long-term care (health), as % of Gross domestic product (GDP)"
hc33_gghed_gdp,"Domestic General Government Expenditure on Outpatient long-term care (health), as % of Gross domestic product (GDP)"
hc34_gghed_gdp,"Domestic General Government Expenditure on Home-based long-term care (health), as % of Gross domestic product (GDP)"
hc3nec_gghed_gdp,"Domestic General Government Expenditure on Other Long-Term Care, as % of Gross domestic product (GDP)"
hc4_gghed_gdp,"Domestic General Government Expenditure on Ancillary services (non-specified by function), as % of Gross domestic product (GDP)"
hc41_gghed_gdp,"Domestic General Government Expenditure on Laboratory services, as % of Gross domestic product (GDP)"
hc42_gghed_gdp,"Domestic General Government Expenditure on Imaging services, as % of Gross domestic product (GDP)"
hc43_gghed_gdp,"Domestic General Government Expenditure on Patient transportation, as % of Gross domestic product (GDP)"
hc5_gghed_gdp,"Domestic General Government Expenditure on Medical goods (non-specified by function), as % of Gross domestic product (GDP)"
hc51_gghed_gdp,"Domestic General Government Expenditure on Pharmaceuticals and Other medical durable goods, as % of Gross domestic product (GDP)"
hc511_gghed_gdp,"Domestic General Government Expenditure on Prescribed medicines, as % of Gross domestic product (GDP)"
hc512_gghed_gdp,"Domestic General Government Expenditure on Over-the-counter medicines, as % of Gross domestic product (GDP)"
hc513_gghed_gdp,"Domestic General Government Expenditure on Other medical non-durable goods, as % of Gross domestic product (GDP)"
hc52_gghed_gdp,"Domestic General Government Expenditure on Therapeutic appliances and Other medical goods, as % of Gross domestic product (GDP)"
hc5nec_gghed_gdp,"Domestic General Government Expenditure on Unspecified medical goods (n.e.c.), as % of Gross domestic product (GDP)"
hc6_gghed_gdp,"Domestic General Government Expenditure on Preventive care, as % of Gross domestic product (GDP)"
hc61_gghed_gdp,"Domestic General Government Expenditure on Information, education and counseling (IEC) programmes, as % of Gross domestic product (GDP)"
hc62_gghed_gdp,"Domestic General Government Expenditure on Immunization Programmes, as % of Gross domestic product (GDP)"
fp3214_gghed_gdp,"Domestic General Government Expenditure on Vaccines, as % of Gross domestic product (GDP)"
hc63_gghed_gdp,"Domestic General Government Expenditure on Early disease detection programmes, as % of Gross domestic product (GDP)"
hc64_gghed_gdp,"Domestic General Government Expenditure on Healthy condition monitoring programmes, as % of Gross domestic product (GDP)"
hc65_gghed_gdp,"Domestic General Government Expenditure on Epidemiological surveillance and risk and disease control programmes, as % of Gross domestic product (GDP)"
hc66_gghed_gdp,"Domestic General Government Expenditure on Preparing for disaster and emergency response programmes, as % of Gross domestic product (GDP)"
hc6nec_gghed_gdp,"Domestic General Government Expenditure on Unspecified preventive care (n.e.c.), as % of Gross domestic product (GDP)"
hc7_gghed_gdp,"Domestic General Government Expenditure on Governance, health system & financing administration, as % of Gross domestic product (GDP)"
hc71_gghed_gdp,"Domestic General Government Expenditure on Governance and Health system administration, as % of Gross domestic product (GDP)"
hc72_gghed_gdp,"Domestic General Government Expenditure on Administration of health financing, as % of Gross domestic product (GDP)"
hc7nec_gghed_gdp,"Domestic General Government Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), as % of Gross domestic product (GDP)"
hc9_gghed_gdp,"Domestic General Government Expenditure on Other health care services (n.e.c.), as % of Gross domestic product (GDP)"
hc_ext_gdp,"External health expenditure by Health Care Functions, as % of Gross domestic product (GDP)"
hc1_ext_gdp,"External Expenditure on Curative care, as % of Gross domestic product (GDP)"
hc11_ext_gdp,"External Expenditure on Inpatient curative care, as % of Gross domestic product (GDP)"
hc12_ext_gdp,"External Expenditure on Day curative care, as % of Gross domestic product (GDP)"
hc13_ext_gdp,"External Expenditure on Outpatient curative care, as % of Gross domestic product (GDP)"
hc131_ext_gdp,"External Expenditure on General outpatient curative care, as % of Gross domestic product (GDP)"
hc132_ext_gdp,"External Expenditure on Dental outpatient curative care, as % of Gross domestic product (GDP)"
hc133_ext_gdp,"External Expenditure on Specialised outpatient curative care, as % of Gross domestic product (GDP)"
hc139_ext_gdp,"External Expenditure on all other outpatient curative care, as % of Gross domestic product (GDP)"
hc13nec_ext_gdp,"External Expenditure on Outpatient curative care n.e.c., as % of Gross domestic product (GDP)"
hc14_ext_gdp,"External Expenditure on Home-based curative care, as % of Gross domestic product (GDP)"
hc1nec_ext_gdp,"External Expenditure on Other curative care, as % of Gross domestic product (GDP)"
hc2_ext_gdp,"External Expenditure on Rehabilitative care, as % of Gross domestic product (GDP)"
hc21_ext_gdp,"External Expenditure on Inpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc22_ext_gdp,"External Expenditure on Day rehabilitative care, as % of Gross domestic product (GDP)"
hc23_ext_gdp,"External Expenditure on Outpatient rehabilitative care, as % of Gross domestic product (GDP)"
hc24_ext_gdp,"External Expenditure on Home-based rehabilitative care, as % of Gross domestic product (GDP)"
hc3_ext_gdp,"External Expenditure on Long-term care (health), as % of Gross domestic product (GDP)"
hc31_ext_gdp,"External Expenditure on Inpatient long-term care (health), as % of Gross domestic product (GDP)"
hc32_ext_gdp,"External Expenditure on Day long-term care (health), as % of Gross domestic product (GDP)"
hc33_ext_gdp,"External Expenditure on Outpatient long-term care (health), as % of Gross domestic product (GDP)"
hc34_ext_gdp,"External Expenditure on Home-based long-term care (health), as % of Gross domestic product (GDP)"
hc3nec_ext_gdp,"External Expenditure on Other Long-Term Care, as % of Gross domestic product (GDP)"
hc4_ext_gdp,"External Expenditure on Ancillary services (non-specified by function), as % of Gross domestic product (GDP)"
hc41_ext_gdp,"External Expenditure on Laboratory services, as % of Gross domestic product (GDP)"
hc42_ext_gdp,"External Expenditure on Imaging services, as % of Gross domestic product (GDP)"
hc43_ext_gdp,"External Expenditure on Patient transportation, as % of Gross domestic product (GDP)"
hc5_ext_gdp,"External Expenditure on Medical goods (non-specified by function), as % of Gross domestic product (GDP)"
hc51_ext_gdp,"External Expenditure on Pharmaceuticals and Other medical durable goods, as % of Gross domestic product (GDP)"
hc511_ext_gdp,"External Expenditure on Prescribed medicines, as % of Gross domestic product (GDP)"
hc512_ext_gdp,"External Expenditure on Over-the-counter medicines, as % of Gross domestic product (GDP)"
hc513_ext_gdp,"External Expenditure on Other medical non-durable goods, as % of Gross domestic product (GDP)"
hc52_ext_gdp,"External Expenditure on Therapeutic appliances and Other medical goods, as % of Gross domestic product (GDP)"
hc5nec_ext_gdp,"External Expenditure on Unspecified medical goods (n.e.c.), as % of Gross domestic product (GDP)"
hc6_ext_gdp,"External Expenditure on Preventive care, as % of Gross domestic product (GDP)"
hc61_ext_gdp,"External Expenditure on Information, education and counseling (IEC) programmes, as % of Gross domestic product (GDP)"
hc62_ext_gdp,"External sources of funding on Immunization Programmes , as % of Gross domestic product (GDP)"
fp3214_ext_gdp,"External sources of funding on Vaccines, as % of Gross domestic product (GDP)"
hc63_ext_gdp,"External Expenditure on Early disease detection programmes, as % of Gross domestic product (GDP)"
hc64_ext_gdp,"External Expenditure on Healthy condition monitoring programmes, as % of Gross domestic product (GDP)"
hc65_ext_gdp,"External Expenditure on Epidemiological surveillance and risk and disease control programmes, as % of Gross domestic product (GDP)"
hc66_ext_gdp,"External Expenditure on Preparing for disaster and emergency response programmes, as % of Gross domestic product (GDP)"
hc6nec_ext_gdp,"External Expenditure on Unspecified preventive care (n.e.c.), as % of Gross domestic product (GDP)"
hc7_ext_gdp,"External Expenditure on Governance, health system & financing administration, as % of Gross domestic product (GDP)"
hc71_ext_gdp,"External Expenditure on Governance and Health system administration, as % of Gross domestic product (GDP)"
hc72_ext_gdp,"External Expenditure on Administration of health financing, as % of Gross domestic product (GDP)"
hc7nec_ext_gdp,"External Expenditure on Unspecified governance, and health system and financing administration (n.e.c.), as % of Gross domestic product (GDP)"
hc9_ext_gdp,"External Expenditure on Other health care services (n.e.c.), as % of Gross domestic product (GDP)"
hc_pvtd_gdp,"Domestic Private Health Expenditure by Health Care Functions, as % of Gross domestic product (GDP)"
hc1_pvtd_gdp,"Domestic Private Expenditure on Curative care, as % of Gross domestic product (GDP)"
hc11_pvtd_gdp,"Domestic Private Expenditure on Inpatient curative care, as % of Gross domestic product (GDP)"
hc12_pvtd_gdp,"Domestic Private Expenditure on Day curative care, as % of Gross domestic product (GDP)"
hc13_pvtd_gdp,"Domestic Private Expenditure on Outpatient curative care, as % of Gross domestic product (GDP)"
hc131_pvtd_gdp,"Domestic Private Expenditure on General outpatient curative care, as % of Gross domestic product (GDP)"
hc132_pvtd_gdp,"Domestic Private Expenditure on Dental outpatient curative care, as % of Gross domestic product (GDP)"
hc133_pvtd_gdp,"Domestic Private Expenditure on Specialised outpatient curative care, as % of Gross domestic product (GDP)"
hc139_pvtd_gdp,"Domestic Private Expenditure on all other outpatient curative care, as % of Gross domestic product (GDP)"
hc13nec_pvtd_gdp,"Domestic Private Expenditure on Outpatient curative care n.e.c., as % of Gross domestic product (GDP)"
hc14_pvtd_gdp,"Domestic Private Expenditure on Home-based curative care, as % of Gross domestic product (GDP)"
hc1nec_pvtd_gdp,"Domestic Private Expenditure on Other curative care, as % of Gross domestic product (GDP)"
